CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism
UgiAxtQoe6zezHgCoAEC,9pr1oE34bIM,racist piece of shit you reach for anything to justify murder. it is extremely shameful how you slant facts in order to justify your racist and biased views. ,True,True,False,False,True,False,False,False,False,False,False,False
Ugw5-xcVE7UQ-Su23j94AaABAg,dDbRyFIkNII,I want to toss one of those gernades lol not at anyone of course but at a range that would be the fucking shit,True,True,False,False,True,False,False,False,False,False,False,False
UgiRdlTIK793_ngCoAEC,9pr1oE34bIM,"all police officers should be wearing a camera on their lapel, all these issues would be open and shut cases...",False,False,False,False,False,False,False,False,False,False,False,False
UgwfhDjqGBAdEnRAAzx4AaABAg,#NAME?,"Good job guys, you just raised your own taxes!!",False,False,False,False,False,False,False,False,False,False,False,False
Ugy3x2UAt4XUcipNTeZ4AaABAg,8HB18hZrhXc,Buy ak47 shoot all USA copa,True,True,True,False,False,False,False,False,False,False,False,False
UghAPwRy_Lp8ongCoAEC,bUgKZMSxr3E,"Aiming guns at people for saying something you don't like, is extremely American. Thats all they do. America is a broken system.",False,False,False,False,False,False,False,False,False,False,False,False
UgiJNNlr-YtRP3gCoAEC,bUgKZMSxr3E,Joe rogan is an idiot.,True,True,False,False,False,False,False,False,False,False,False,False
UghxPDY91LzI_XgCoAEC,9pr1oE34bIM,luv dem gangzta lyreks,False,False,False,False,False,False,False,False,False,False,False,False
UgicXd44QtS0D3gCoAEC,9pr1oE34bIM,"As always Mr. Molyneux, excellent video.",False,False,False,False,False,False,False,False,False,False,False,False
Ugj9qky2IJzNTngCoAEC,9pr1oE34bIM,"Watching this Video, It is clear that Stefan has seems to buy all the argument in favor of the White Police officer, but not the Dead Black kid. I have watched  other Videos you posted to see if the same patter of bias exist? sure enough , you repeated the same patter of argument against Tryvon Martin. So,you can only convince like minded. You are not different from Alex Jones, and many other White Conservatives who pretend to be against the system only if affect white people. Minorities and Blacks are fair game. So, Stefan, keep preaching your one sided view and you will gain many White admirers who share your view.",False,False,False,False,False,False,False,False,False,False,False,False
UggfMgHywO3pmHgCoAEC,dG7mZQvaQDk,I love this woman. THIS is a voice that matters. Fuck black lives matter.,True,True,False,False,False,False,False,False,False,False,False,False
UggVS57TNwzjhHgCoAEC,TZxEyoplYbI,Everyone is saying Micheal brown deserved it but what about treyvon Martin and Eric garner ,False,False,False,False,False,False,False,False,False,False,False,False
UgjOJxjEAvGohHgCoAEC,Dt9-byUhPdg,"""We been at war for 400 years"" please a war was started where three quarter of a million Americans died for you. Stop bitching",True,True,False,False,False,False,False,False,False,False,False,False
UgzazdpeRaudEbFEEtt4AaABAg,TZxEyoplYbI,Why so much hatred from people....,False,False,False,False,False,False,False,False,False,False,False,False
UghGHkOxrTnznngCoAEC,4rCweDxDqdw,"A lot of people and the entire media is missing this huge crucial point: WHY was Micheal Brown even stopped in the first place??? The day it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days later, it was because he had robbed a convenience store. Despite the fact that owner himself says that his store was never robbed. The officer was apparently in fear for his life. The PD claims he was ""seriously injured"" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike's body an hour after the shooting. Also, Mike's body was 35 feet away from where the officer was when Mike apparently ""charged"" at him. Man, the police are full of shit. If you can't see that this shit was made up, then you're either a bigot or just a fucking idiot. ",True,True,False,False,True,False,False,False,False,False,False,False
Ugi1T97xocHCCngCoAEC,TZxEyoplYbI,Somebody pick up a gun and kill a cop already LA style ,True,True,False,True,False,False,False,False,False,False,False,False
UgjxVU0ok82_bXgCoAEC,9pr1oE34bIM,"You call yourself an anarchist but defend a cop shooting an unarmed civilian. I'm highly disappointed. At the beginning of your video you referred to yourself as a ""square"" because you didn't know what a blunt is. It's much worse than that Stefan, you're incredibly out of touch as evidence by your complete ignorance towards black/hip hop culture and slang. If you were to start smoking blunts and listening to hip hop you would most likely gain a more enlightened understanding of what life is like in lower class America. ",False,False,False,False,False,False,False,False,False,False,False,False
Ugj0bah1De8xy3gCoAEC,XRuCW80L9mA,this video is so racist,False,False,False,False,False,False,False,False,False,False,False,False
UgjtqUBN4nZlJ3gCoAEC,9pr1oE34bIM,"When did coming towards the officer is the same thing as charging the officer, if that person is 35 feet away! No other eyewitness is saying that",False,False,False,False,False,False,False,False,False,False,False,False
Ughm4XDePtNnD3gCoAEC,9pr1oE34bIM,"OMG Stefan that rap was so hysterical. anyway, good news I guess, to know that whatshisname is douche and deserved to die.

Premptive strike made by Officer Darren Wilson. Huzzah for another trash taken off the streets. Probably should cure the disease rather than treat the symptoms though. the disease being the ignorance and self-entitlement of some communities in the lower class. Getting out of poverty isnt easy if your starting point isnt easy, but its still feasible with the right amount of drive.",True,True,False,True,False,False,False,False,False,False,False,False
UgwAsmrDSyEC8hOdXt94AaABAg,cT14IbTDW2c,What are they proving by blocking the   road,False,False,False,False,False,False,False,False,False,False,False,False
UghzyVkP2QyrDHgCoAEC,dG7mZQvaQDk,"I never heard of this woman before.  But, I'm loving what she is saying.  This message is too valuable not to get out there.  Thanks for posting!",False,False,False,False,False,False,False,False,False,False,False,False
UghKL_Y4vpNs9XgCoAEC,9pr1oE34bIM,"is this true, police originally said robbery had nothing to do with stop??  So why are you claiming he noticed the cigars?",False,False,False,False,False,False,False,False,False,False,False,False
UghaNFtOPqPjvXgCoAEC,4rCweDxDqdw,That punk did not get blasted for no reason!! If that cop didn't shoot him someone else would have!!,True,True,False,False,False,False,False,False,False,False,False,False
UgwgEG2UZXowVcU2BK54AaABAg,cT14IbTDW2c,Who the fuck has time to be on the freeway???,False,False,False,False,False,False,False,False,False,False,False,False
UghFiMPAIdHjUXgCoAEC,dG7mZQvaQDk,"So proud of a woman & mother that stands on principle, morality & just plain common sense! And not afraid to go against the tide of her cultures wrong path! Kudos to you Peggy & also to the mother of the 2 kids in Hattiesburg, Ms. That killed 2 police officers... Then stands up and takes responsibility, as we all should. You two are wonderful role models and my latest heroines!",False,False,False,False,False,False,False,False,False,False,False,False
Ugj7h6FZ9x14_3gCoAEC,04kJtp6pVXI,Fuck CNN you corrupt demon worshiping fools,True,True,False,False,False,False,False,False,False,False,False,False
UghJltB-F0u8p3gCoAEC,9pr1oE34bIM,"You're the man, Stefan!",False,False,False,False,False,False,False,False,False,False,False,False
UgiovVFNjWPUJngCoAEC,dG7mZQvaQDk,Right On! Dynamite!,False,False,False,False,False,False,False,False,False,False,False,False
Ughm_dpizWFohHgCoAEC,04kJtp6pVXI,You people are sick! This man is speaking the truth and y'all are just mad. Trying to justify why a young boy who did nothing was shot and killed smh. Y'all are the devil and a disease to this earth! I'll be glad when the sun burns all your asses into extinction and we can have our planet back! Half animal half devil cave beasts!!! ,True,True,False,True,True,False,False,False,False,False,False,False
Ugif7J_LQBVe_HgCoAEC,04kJtp6pVXI, Michael Smerconish + Hack. ,False,False,False,False,False,False,False,False,False,False,False,False
UgjnRLG-LMuB-3gCoAEC,TZxEyoplYbI,I feel for the Blacks here in America..... I understand EVERYTHING.,False,False,False,False,False,False,False,False,False,False,False,False
UgiBd5_JgZmkLXgCoAEC,9pr1oE34bIM,"Dear Mr. Stephen Molyneux, 40 minutes is a bit long, but you are 100% right! You respond only after all facts are in . BTW, I voted the thumb up and the number (5729 )did not even blink. ( I have tried the thumb down and must say the same thing happened = to be fair.....)  Thank you for your homework and your hard work. Obviously you spent a lot of time to present this case to us. Very nice of you. Obviously you care very much about your country.  All the best !",False,False,False,False,False,False,False,False,False,False,False,False
Ugh2eF27Mk96vngCoAEC,9pr1oE34bIM,lmao when he reads dudes raps is the best part,False,False,False,False,False,False,False,False,False,False,False,False
UghBkatZ4WY1uXgCoAEC,04kJtp6pVXI,I hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that they're giving you,True,True,False,False,False,False,False,False,False,False,False,False
UgiQ6rR8-yyLZHgCoAEC,9pr1oE34bIM,this comment has nothing to do with the topic of this video...but will someone please set Stefan's rapping to an actual beat. It would be epic.,False,False,False,False,False,False,False,False,False,False,False,False
UgxSdrxMVF1TuxIq7VB4AaABAg,TZxEyoplYbI,"0:05 to 0:18 I had no idea cops mooed, I always thought they just oinked. Learn something new every day",True,True,False,False,False,False,False,False,False,False,False,False
UghLKEjKvHMPI3gCoAEC,dG7mZQvaQDk,"Thank you Mrs. Hubbard. I am so happy that you said what needs saying. Blacks are allowing their neighborhoods to be destroyed by themselves. Black mother's stand up and be counted. Black fathers keep your ass home and help raise your children. Peggy, Chief & I have your back. Fair winds and following seas shipmate. Slap heard round the world needs to happen a whole lot more my sisters.",False,False,False,False,False,False,False,False,False,False,False,False
Ugi3mrlSqtIs-ngCoAEC,#NAME?,Ferguson 2014: Protesters Flip Police Car | The New York Times,False,False,False,False,False,False,False,False,False,False,False,False
UggPDp4D0K-7xngCoAEC,dG7mZQvaQDk,When I c the blk lives matter bullshit.....witch I call bullshit 5 black people were killed in a five period in Newark nj where were they....... I call Bullshitb,True,True,False,True,True,False,False,False,False,False,False,False
UghUEX_-eNfdeXgCoAEC,9pr1oE34bIM,the only difference is the color of your skin. do people still say that?,False,False,False,False,False,False,False,False,False,False,False,False
UgiLoDtsZBccZXgCoAEC,9pr1oE34bIM,"How da Fuck do this gay ass bald white frenchy nigga gonna set hisself up as a dang judge a this whole criminal conspiracy. Micheal brown had his MOTHAFUCKIN HANDS IN THE AIR SON! If u so smart then u should know that when a nigga has his hands in the mothafuckin air that's a sign SHOWIN HE WAS INNOCENT OF THA CRIME!  Sorry for the cussin, but that shit be internationally recognized as an indication of INNOCENCE ON THE PART OF THE PERPETRATOR!  What y'all niggas in the media have here is a plain old fashioned example a MURDER IN THE FIRST DEGREE on the part a Mr. Officer Darren Wilson, for takin the life a this nigga, who was a COLLEGE STUDENT!  Niggas at kent state be protestin , they get they asses shot, and it's a historic event.... Michael brown shot dead in the street while he takin part in the ferguson protests, and y'all media mothafuckas try to explain it away",True,True,False,False,True,False,False,False,False,False,False,False
UghrQePFFLNuKHgCoAEC,cT14IbTDW2c,Run them down,True,True,False,True,False,False,False,False,False,False,False,False
UgzEiqkk2CCuMaxuPvZ4AaABAg,cT14IbTDW2c,Everyone wants to be the next MLK but the issue is that there aren't problems in the US anymore that require another MLK.,False,False,False,False,False,False,False,False,False,False,False,False
UgjZ02fatvBFd3gCoAEC,9pr1oE34bIM," Thank you, Stefan.  Humorous, tragic  and enlightening.  From California.",False,False,False,False,False,False,False,False,False,False,False,False
Ugy7qa1kqoitoxDef5l4AaABAg,cT14IbTDW2c,"Too bad nobody ran them down!  Hmmmm? If your dumbass lives matter, then stay the fuck out of the street, DUH!!! 🙄🙄",True,True,False,True,True,False,False,False,False,False,False,False
UghBlbV9tbPVqXgCoAEC,8HB18hZrhXc,how fucking brain dead do you have to be to let the Nazi police scum bags just take you in,True,True,False,True,False,False,False,False,False,False,False,False
Ugg-OnOaqwandHgCoAEC,9pr1oE34bIM,"Cops NEED to be given a very wide latitude in self defense considering the threats they face and they if incapacitated, they have a very high chance of being executed with their own dam gun.Noone seems o care about this shit...",True,True,False,False,True,False,False,False,False,False,False,False
UggYHsvinXkgM3gCoAEC,04kJtp6pVXI,"stop being criminals and you wont get shot, that simple",True,True,False,True,False,False,False,False,False,False,False,False
Uggyfw4IbkIqE3gCoAEC,9pr1oE34bIM,"You honestly believe that Mike Brown was actually trying to take a cops gun while the cop was sitting in the car?  You would be stupid to think that a kid would charge at someone pointing a gun at them as if he was some beast and was high. 

 If he was so high how could Mike go to the store and do everything else so easily..epic fail sir.  Why not make the officer take a toxicology test.  The officer was obviously scared and was going to use his weapon per being intimidated by Mike's size. 

The officer didn't know that Mike had stolen anything and told the dispatcher that he knew nothing of a shooting in the area.

Get your facts straight please. ",True,True,False,False,False,False,False,False,False,False,False,False
Uggs4V2kJ0QPg3gCoAEC,dG7mZQvaQDk,everyone share this......this women is awesome,False,False,False,False,False,False,False,False,False,False,False,False
UgjaLYTtVFDllngCoAEC,9pr1oE34bIM,"That video of him pushing that clerk around really made me lose any sympathy for him. You can definitely tell from that the guy was most likely a dick.But hell, I need a new TV so I might as well riot and go loot one in his honor",True,True,False,False,False,False,False,False,False,False,False,False
UgiBmDegoK7fvHgCoAEC,04kJtp6pVXI,No indictment...moving right along.,False,False,False,False,False,False,False,False,False,False,False,False
Ugwz4Qt5dHpq1CN3e6x4AaABAg,5vF4si3hoRA,Dirtbags all of them. Including CNN,True,True,False,False,False,False,False,False,False,False,False,False
UggugXtbHOq9K3gCoAEC,TZxEyoplYbI,"Just finished the video....
Now to gaze upon the racists and bigots in the comment section. It'll make me glad i'm a human being.",True,True,False,False,False,False,False,False,False,False,False,False
UgjfuRw9Xd9RJ3gCoAEC,cT14IbTDW2c,"Haha 4:37 a big old ""Fucking"" made it through the censor",False,False,False,False,False,False,False,False,False,False,False,False
Ugg_G6d9ehvFo3gCoAEC,dDbRyFIkNII,I'm not informed 100% about what exactly is going on but that was fucked up! I'm trying to find reliable resources to understand this. I can't believe that it is 2014 and thing like this is still happening. ,False,False,False,False,False,False,False,False,False,False,False,False
Ughxvpwf-pvcs3gCoAEC,dG7mZQvaQDk,I think I just fell in love.,False,False,False,False,False,False,False,False,False,False,False,False
Ugi5ADt10EdDz3gCoAEC,XRuCW80L9mA,I remember that they sent in the national defence there,False,False,False,False,False,False,False,False,False,False,False,False
UghqvIGI8ffj3XgCoAEC,dG7mZQvaQDk,Very respectable woman,False,False,False,False,False,False,False,False,False,False,False,False
UgjJBCVWZfyM6ngCoAEC,04kJtp6pVXI,"If that cop shot a white guy, there would not be any riots. But since he shot a black guy, everyone seems to think it was because he was black. Look at the evidence not skin color. Everyone always throws out the race card over crap like this.",False,False,False,False,False,False,False,False,False,False,False,False
UgiphX72LCH4DHgCoAEC,04kJtp6pVXI,"This is a genuine failure of leadership by the President of the United States.  This nice town, Ferguson, should have been declared a state of emergency. It should have been put under martial law, federal troops should have stuffed the town, and non-residents should have been pushed out.  Everyone knew there was going to be another riot.  But...what did the President do?  He didn't want to offend the black community. He didn't want anyone else to get shot.  So he just let 'er burn baby burn.  Seems to me, that a real leader could have had it both ways.  Mr. President, sir, you have failed reprehensibly - and I do accuse you.﻿",True,True,False,True,False,False,False,False,False,False,False,False
UghkXLn32ypsD3gCoAEC,9pr1oE34bIM,"Stefan Molyneux, please explain how my inquiry about the handling of the subsequent unrest is ""circular language games""? A pretty simple and straightforward question that you seem to be avoiding in a very unnecessarily hostile manner. What is the justification for the heavy-handed militaristic response to looting? Why would officials handling the situation there decide initially to block access to the area by media? I have a family member that lives in that area and he can attest to the unprofessionalism and hostility from the law enforcement that was handling it early on. If I'm incorrect on this info please direct toward some facts regarding this. I still do not understand why you went straight to attacking me. I have respect for your logic...when you're willing to share it. Thank you in advance, hopefully you wont continue to insult me for whatever reason you chose.",False,False,False,False,False,False,False,False,False,False,False,False
UghHXFtt3YyAhngCoAEC,4rCweDxDqdw,I live in St. Louis and it's scary. ,False,False,False,False,False,False,False,False,False,False,False,False
UgjAkZxH7p-SjHgCoAEC,dG7mZQvaQDk,"Ask your fellow white liberal press networks and blogs to post this, they won't, they cringe at black conservatism.",True,True,False,True,False,False,False,False,False,False,False,False
UgiY2XNo_8ncNngCoAEC,bUgKZMSxr3E,Non lethal weapon's do not control crowds lol. I love Rogan but this discussion was stupid as fuck.,True,True,False,False,False,False,False,False,False,False,False,False
Ughj2Fv5cGqJX3gCoAEC,cT14IbTDW2c,The protesters look like kids (16-22?)   I wonder if anyone got their license plate numbers?  Pretty wild that a bunch of kids could do that much damage?  Our infrastructure is pathetically weak.,False,False,False,False,False,False,False,False,False,False,False,False
UggZTfTyS3k6ZngCoAEC,dG7mZQvaQDk,"+ ~ day day ~
+ thisisacommentary

Here's some truth for you!",False,False,False,False,False,False,False,False,False,False,False,False
Ugi2H0FCe-_y4ngCoAEC,04kJtp6pVXI,Let's get this straight and present the facts as the mass media should have from the beginning. 18 yr old (by all legal aspects an adult) robs a convince store. The criminal later flees the seen and is aprehended by the police. Resists arrest and altercation occurs between the two. The police (as in every case similar to this uses force). Criminal is killed. The killing goes to court. A randomly selected jury views all the evidence and hears out all witnesses which pertain to the case.  Radom jury reaches unanimous verdict of not guilty. Im sorry protestors I can't here over all this DEMOCRACY!,True,True,False,True,False,False,False,False,False,False,False,False
UgiSldS-T_z0nHgCoAEC,TZxEyoplYbI,10:11 what fucking evidence of by evidence you mean the fact that he was a suspect in an armed robbery and the autopsy reports that's evidence that shows the cop is innocent God damn ,True,True,False,False,True,False,False,False,False,False,False,False
UggcFVNippHDgHgCoAEC,9pr1oE34bIM,Stefan - a fan of Rep. M. Rivers,False,False,False,False,False,False,False,False,False,False,False,False
Ugin-dBfgSlydXgCoAEC,TZxEyoplYbI,cops = pigs,True,True,False,False,False,False,False,False,False,False,False,False
Ugi8SNusKxJjQXgCoAEC,04kJtp6pVXI,"If people would obey the law, like normal human beings. This would never happen. <- WINNER",False,False,False,False,False,False,False,False,False,False,False,False
UgzszpWJSeuW2bNWqf94AaABAg,Dt9-byUhPdg,"police shot 1 black guy , & then the blacks riot ,!! when a black shoot a black , what happens ?? ,,,,,,,,,,,,,, ?",False,False,False,False,False,False,False,False,False,False,False,False
UggIG_k0Vua7F3gCoAEC,TZxEyoplYbI,y'all racists as fuck. god please bless america,True,True,False,False,False,False,False,False,False,False,False,False
UgilQ0CFxc2R2ngCoAEC,04kJtp6pVXI,"Bassem Masri is a criminal, a thug and a psychopath. He has no credibility, and no humanity. He needs to be locked in a jail cell. Time for the rubber-room and straight-jacket for Bassem. Get his intellectually dishonest butt out of the community. ",True,True,False,False,True,False,False,False,False,False,False,False
UggIYYD2qSkn73gCoAEC,9pr1oE34bIM,"you published this on Aug 17 , the ""truth'' is still to be uncovered, we know what is likely,You cant assume to know the entire story before its been investigated, The Feds are going to investigate the PD now going back years, not just in this case. I think were going to know more as time goes on, assuming you know all the answers before its been looked at under a microscope is misleading to people",False,False,False,False,False,False,False,False,False,False,False,False
UggAEGisedsvsXgCoAEC,9pr1oE34bIM,What injuries did the cop get treated for? ,False,False,False,False,False,False,False,False,False,False,False,False
UggJv-n9AXs0rXgCoAEC,9pr1oE34bIM,"Here is an intellectual and mature approach to this case

1- as a black man myself at 32 many of older black men or in prison, dead or stuck in the matrix as truthers struggling. Because there are no older men to guide these younger males, they often encounter police without understanding how to deal with a cop. Many of their role models come from rappers, who only advocate violence against police. So they are deers caught in the headlights of a potential life and death encounter. (Racism or Not)

2- Many black people are ranting about a hate crime, but clearly he assaulted the store clerk, which indicates the propensity of violence against Wilson. Stop pointing the finger and address the problems black teens have with their lack of male role models.

3-With that being said, black people need to address the alternatives of dealing with suspects/victims with non-lethal weaponry to deal with these encounters. If we as a race start to focus on solutions to a possible violent encounter with alternatives, then we can see progress with the police.

4- You can't go out and protest and burn down your communities in retalitation against a police, this only supports a theory that Brown was a product of a violent environment. Because how is burning down businesses going to solve the problem with the police department? This is counter-productive.

5-It was a hoax....",False,False,False,False,False,False,False,False,False,False,False,False
UghH4PsrC-Bt2HgCoAEC,9pr1oE34bIM,"The only real question that needs to be asked is this. ""Why would Mike Brown rush a cop who has already drawn his weapon and has already shot at him?"" The way you answer will show your true colors. To think that a Black male would disregard his own life, to kill a cop and escalate his punishment from probation (for petty theft) to the Death Penalty (for killing a cop) is utterly absurd. If you truly believe that someone who was going to start college the next week would do that, then I am sorry but you are a racist.",False,False,False,False,False,False,False,False,False,False,False,False
Ugxn7SN75hu9Zy7b3b14AaABAg,cT14IbTDW2c,Should of ran everyone of them over.,True,True,False,True,False,False,False,False,False,False,False,False
UgiFSYf7PhDUd3gCoAEC,9pr1oE34bIM,Good commentary.  Perceptive and fair.,False,False,False,False,False,False,False,False,False,False,False,False
UgjfCR2P4UuH6XgCoAEC,dG7mZQvaQDk,"Body cams should also air what the police run into day to day.
Not just when the cop screws up.",False,False,False,False,False,False,False,False,False,False,False,False
Ugi47Eld1QATNXgCoAEC,dG7mZQvaQDk,"Dear Peggy, can you please be all of our Mother and run for president?",False,False,False,False,False,False,False,False,False,False,False,False
UghpqNHDIz3pMngCoAEC,04kJtp6pVXI,"Black and white crimes seems to be big topic in us after Ferguson case. I just came here to brag about Finnish cops that used firearm 6 times last year, 2 time towards human, 2 times to warn 2 times to kill wounded animal. 5 million ppl here and 0,5 gun per capita.",False,False,False,False,False,False,False,False,False,False,False,False
UgwBQ2I1InAYXkCfjjl4AaABAg,cT14IbTDW2c,The drivers should've pounded on them!,True,True,False,True,False,False,False,False,False,False,False,False
UggFa6gKjS21nHgCoAEC,dG7mZQvaQDk,This Lady should be the first guest speaker at all of Al Sharpton’s rallies.  Seriously,False,False,False,False,False,False,False,False,False,False,False,False
Ugy7BbmfzEwfwqThTmV4AaABAg,cT14IbTDW2c,"Fucking idiots, get outta the way....some people gotta get to work!",True,True,False,False,False,False,False,False,False,False,False,False
UghcaI1aYuZeLngCoAEC,dG7mZQvaQDk,She is right Blacks are in the shitter because of themselves not the white man.,True,True,False,False,True,False,False,False,False,False,False,False
UghlxE3O2KiW0XgCoAEC,dG7mZQvaQDk,"You go girl!! ... have listened twice, retweeted twice (first from gateway pundent, second from youtube)  God Bless Ms Hubbard and God's speed with your vid.",False,False,False,False,False,False,False,False,False,False,False,False
UghHMimNd9cYxngCoAEC,XRuCW80L9mA,I just found this channel and its one of my favs already. ..thank u for the vids they r excellent. ,False,False,False,False,False,False,False,False,False,False,False,False
UgiFcOu0kpU9Q3gCoAEC,dG7mZQvaQDk,"Correction: Black ppl have NEVER been the most violent ppl on this planet.  Now some of what she is saying is true but, when it comes to this black on black crime shit,  don't just single my race out when the same shit happens with other races, all across the globe.",True,True,False,False,True,False,False,False,False,False,False,False
Ugj9BpURKo9iMXgCoAEC,dG7mZQvaQDk,"This older, white conservative says Peggy for Vice President! Could you imagine a Trump/Hubbard ticket? WOWEEE WOW!",False,False,False,False,False,False,False,False,False,False,False,False
UghcMPVXe6XJengCoAEC,04kJtp6pVXI,This guy doesn't know what happened he didn't have his hands up,False,False,False,False,False,False,False,False,False,False,False,False
UghBYihvgoUqcHgCoAEC,04kJtp6pVXI,CNN is such Bullcrap!,True,True,False,False,False,False,False,False,False,False,False,False
UgxCHPKIg1x0Y1y4idt4AaABAg,cT14IbTDW2c,I would get my car and start doing burnouts in their faces. Either move or get smoked,True,True,True,False,False,False,False,False,False,False,False,False
UgzlVLIiuPxm40LF05d4AaABAg,cT14IbTDW2c,"1)  Obstructing interstate commerce is a Federal Felony offence.
2)  The cops are useless.
3)   BLM is the democrats modern version of the racist terroristic KKK they also created.
4)  These are not protesters they are rioters.
5)  The drivers of the first row of cars are wimps.
6)  Imagine dying in a ambulance stopped in a traffic jam miles long.",True,True,False,False,False,False,False,False,False,False,False,False
UgyLxA__utHo58p6bhF4AaABAg,bUgKZMSxr3E,"It’s not that easy to be a cop. “I have a lot of friends that are cops”.  Joe’s the kind of guy who thinks everyone is his friend.  I highly doubt he knows a lot of cops. He wouldn’t say that they just through a badge on anyone.  Navy seals have only shown an aptitude to physical prowess.  These SJWs bring down a lot of peoples IQ.  Being a police officer is much more noble than being a critic,  and a know it all.  Yes there are bad cops just like there a new bad people in all walks of life.  Michael Brown should have just went to the sidewalk and not tried to force his will on a police officer.  What is this world coming to.  If a cop told me to walk on the side walk I would run.  To many of these kids want to be rappers and act like they are so hard.  There is nothing hard about robbing people and being a punk.  It is a tragedy that Michael Brown lost his life over something so trivial.  And yes I have had black friends that have gone through stuff I will never go through.  But you know what?  They didn’t fight a cop,  and they are alive and making something of there life.  Respect authority and you will live.",False,False,False,False,False,False,False,False,False,False,False,False
UgijGlOjRf7hgngCoAEC,dG7mZQvaQDk,"Peggy, I know there are many more fine black women (and men) like you who are sick and tired of the violence and the blame. Thanks for speaking up!",False,False,False,False,False,False,False,False,False,False,False,False
UgilNUPOY8iZqHgCoAEC,04kJtp6pVXI,This guy is a moron.,True,True,False,False,False,False,False,False,False,False,False,False
UggqGxEmXED_sXgCoAEC,9pr1oE34bIM,Its all a hoax ,False,False,False,False,False,False,False,False,False,False,False,False
UgwmCnUQnl3h1ueHgYJ4AaABAg,bUgKZMSxr3E,You can't shoot tear gas at professional soldiers but members of the public in your own country is absolutely fine!!,True,True,False,True,False,False,False,False,False,False,False,False
